LATITUDE,LONGITUDE,FIRE_YEAR,FIRE_SIZE,STATE
44.89722222,-109.7011111,2005,0.2,WY
36.03805556,-106.6772222,2005,0.1,NM
33.79888889,-107.5138889,2005,0.1,NM
36.48333333,-106.95,2005,2.5,NM
35.9,-106.8,2005,0.1,NM
44.51444444,-109.9405556,2005,0.1,WY
36.39805556,-106.8447222,2005,0.1,NM
34.06861111,-107.1847222,2005,0.1,NM
44.23666667,-118.8733333,2005,9.2,OR
36,-106.7166667,2005,0.1,NM
44.225,-109.5897222,2005,0.1,WY
36.03333333,-106.9666667,2005,0.1,NM
44.53138889,-118.4888889,2005,0.1,OR
36.86722222,-107.3086111,2005,0.1,NM
36.66861111,-107.1972222,2005,0.1,NM
36.79944444,-107.2036111,2005,0.1,NM
33.71916667,-107.4916667,2005,19,NM
36.75777778,-107.2536111,2005,0.25,NM
33.87638889,-107.6219444,2005,0.1,NM
33.77027778,-107.6052778,2005,0.1,NM
47.03055556,-114.3880556,2005,2,MT
34.25361111,-107.4155556,2005,0.25,NM
44.26666667,-119.0055556,2005,0.1,OR
34.28333333,-107.9130556,2005,61,NM
44.285,-118.9188889,2005,0.1,OR
35.45611111,-105.7797222,2005,0.1,NM
44.46388889,-118.5472222,2005,0.34,OR
33.70138889,-107.4180556,2005,0.6,NM
44.53472222,-118.6316667,2005,3.5,OR
44.31305556,-118.7911111,2005,0.3,OR
44.3075,-118.7475,2005,0.5,OR
48.56388889,-115.9413889,2005,0.1,MT
44.73694444,-118.8733333,2005,0.1,OR
44.33111111,-118.6961111,2005,0.1,OR
44.34833333,-119.3097222,2005,0.3,OR
44.26472222,-118.8902778,2005,0.1,OR
44.13722222,-118.5119444,2005,0.1,OR
44.70833333,-118.8083333,2005,0.3,OR
44.09527778,-119.2308333,2005,0.1,OR
33.63138889,-109.4522222,2005,1,AZ
44.07888889,-103.6113889,2005,1.5,SD
45.06027778,-119.3625,2005,0.1,OR
43.75305556,-109.9961111,2005,0.1,WY
38.58333333,-119.83,2005,0.1,CA
45.04055556,-119.3608333,2005,0.1,OR
44.45861111,-109.7413889,2005,12,WY
39.43916667,-105.1180556,2005,68,CO
44.82583333,-109.4588889,2005,0.1,WY
43.67722222,-109.4438889,2005,0.1,WY
44.08055556,-103.7644444,2005,0.1,SD
44.03638889,-103.3802778,2005,0.03,SD
33.59444444,-109.4413889,2005,0.1,AZ
33.45027778,-109.3266667,2005,0.1,AZ
33.61166667,-109.3683333,2005,0.1,AZ
44.40555556,-120.4997222,2005,0.1,OR
44.26055556,-121.5005556,2005,0.3,OR
44.41388889,-120.5083333,2005,0.1,OR
44.01361111,-103.7630556,2005,0.1,SD
38.30888889,-119.5427778,2005,0.25,CA
43.59055556,-121.5866667,2005,0.1,OR
43.74222222,-121.5997222,2005,0.1,OR
43.37666667,-121.9872222,2005,0.2,OR
43.79277778,-121.72,2005,0.1,OR
44.45333333,-120.4444444,2005,0.3,OR
43.99194444,-121.4261111,2005,0.1,OR
43.80861111,-121.5197222,2005,0.1,OR
44.0625,-120.4480556,2005,0.1,OR
44.13444444,-121.4416667,2005,0.6,OR
39.29472222,-105.0561111,2005,0.2,CO
43.76972222,-121.7891667,2005,0.1,OR
45.55611111,-118.1191667,2005,0.1,OR
43.95472222,-121.3572222,2005,1.6,OR
44.23111111,-121.5308333,2005,0.3,OR
38.30444444,-119.2638889,2005,0.1,CA
45.59111111,-118.0822222,2005,0.25,OR
45.82972222,-117.9638889,2005,0.1,OR
33.66388889,-110.9286111,2005,0.25,AZ
44.16583333,-121.6136111,2005,0.1,OR
38.25194444,-119.1244444,2005,0.1,CA
39.51388889,-105.4855556,2005,0.2,CO
43.89722222,-121.7716667,2005,0.1,OR
44.16055556,-121.6705556,2005,0.1,OR
44.03222222,-121.4322222,2005,0.1,OR
43.62555556,-121.7330556,2005,0.1,OR
38.24611111,-119.3313889,2005,0.1,CA
45.0925,-121.7525,2005,0.1,OR
38.21305556,-119.3102778,2005,0.1,CA
33.38555556,-108.6525,2005,1,NM
36.95333333,-107.3577778,2005,0.25,NM
33.22333333,-108.7369444,2005,0.1,NM
33.09888889,-79.77083333,2005,3,SC
35.32222222,-111.5102778,2005,0.25,AZ
33.7375,-109.4941667,2005,3,AZ
44.22361111,-119.5633333,2005,0.1,OR
44.20222222,-121.3880556,2005,0.1,OR
44.23361111,-119.7355556,2005,0.1,OR
43.97083333,-121.2738889,2005,0.1,OR
44.3,-121.6333333,2005,0.1,OR
44.02055556,-121.4616667,2005,0.1,OR
48.365,-115.3983333,2005,0.6,MT
43.95361111,-121.2163889,2005,0.1,OR
32.94444444,-79.67972222,2005,3.2,SC
44.01972222,-121.4577778,2005,0.1,OR
44.00222222,-121.3747222,2005,0.1,OR
44.58333333,-121.4505556,2005,0.1,OR
38.74805556,-119.9394444,2005,0.1,CA
43.83138889,-121.4275,2005,0.6,OR
44.16055556,-111.3236111,2005,0.25,ID
33.89166667,-109.2555556,2005,0.1,AZ
44.02833333,-121.4180556,2005,0.1,OR
33.72222222,-109.3397222,2005,0.3,AZ
35.6575,-118.0455556,2005,27.9,CA
44.45416667,-121.6875,2005,0.1,OR
44.295,-111.4122222,2005,0.1,ID
44.25916667,-121.5208333,2005,0.1,OR
44.49888889,-121.5794444,2005,0.1,OR
44.39805556,-121.6622222,2005,0.1,OR
44.27166667,-121.5563889,2005,0.1,OR
44.40638889,-120.5516667,2005,0.3,OR
43.91277778,-121.7522222,2005,0.1,OR
36.22361111,-106.4605556,2005,512,NM
48.3675,-115.4908333,2005,0.1,MT
48.9225,-115.0508333,2005,0.1,MT
45.74472222,-104.18,2005,236,MT
31.24027778,-92.61305556,2005,390,LA
35.27916667,-111.7125,2005,0.1,AZ
35.29888889,-111.4847222,2005,0.1,AZ
35.32777778,-111.6194444,2005,0.1,AZ
44.05166667,-121.4105556,2005,0.1,OR
48.62333333,-115.9,2005,1,MT
48.72194444,-114.9572222,2005,0.3,MT
48.40861111,-115.5583333,2005,0.1,MT
45.30833333,-106.3583333,2005,1199,MT
48.40777778,-115.5583333,2005,0.1,MT
48.41666667,-115.5505556,2005,0.1,MT
48.41666667,-115.5461111,2005,0.1,MT
43.66861111,-121.0555556,2005,0.3,OR
48.60722222,-114.8988889,2005,1.5,MT
48.74583333,-114.905,2005,23.1,MT
35.31,-111.5858333,2005,1,AZ
48.62333333,-114.9,2005,0.1,MT
48.51666667,-115.2916667,2005,0.1,MT
48.34666667,-115.5716667,2005,0.1,MT
48.41666667,-115.5466667,2005,0.1,MT
48.46166667,-115.525,2005,0.1,MT
44.39972222,-120.5219444,2005,1,OR
48.40833333,-115.5583333,2005,0.1,MT
48.40833333,-115.5583333,2005,0.1,MT
48.40777778,-115.5577778,2005,0.1,MT
48.40805556,-115.5586111,2005,0.1,MT
48.40833333,-115.5583333,2005,0.1,MT
48.77333333,-114.9030556,2005,0.3,MT
48.6625,-114.9611111,2005,0.1,MT
48.50472222,-115.9241667,2005,0.1,MT
48.40805556,-115.5583333,2005,0.1,MT
48.72444444,-115.9894444,2005,0.1,MT
43.69805556,-121.4508333,2005,2,OR
48.96388889,-115.19,2005,0.1,MT
48.255,-115.8525,2005,0.1,MT
48.83416667,-115.185,2005,800,MT
48.30277778,-115.5983333,2005,5,MT
48.84611111,-114.8594444,2005,23,MT
48.95083333,-115.1936111,2005,0.1,MT
48.33861111,-115.1272222,2005,2,MT
48.895,-115.615,2005,0.1,MT
48.82194444,-116.0194444,2005,0.5,MT
48.92527778,-115.8025,2005,0.1,MT
48.91277778,-115.8602778,2005,0.1,MT
48.58222222,-115.9919444,2005,0.1,MT
48.09555556,-115.4736111,2005,0.25,MT
48.28722222,-115.7075,2005,5,MT
48.40416667,-115.2647222,2005,0.1,MT
48.57194444,-115.3227778,2005,0.1,MT
48.52638889,-115.2858333,2005,1,MT
48.52888889,-115.1666667,2005,0.1,MT
48.60111111,-115.9955556,2005,0.1,MT
48.19416667,-115.9797222,2005,0.1,MT
44.38111111,-120.5652778,2005,0.1,OR
48.92194444,-115.8497222,2005,0.1,MT
48.82944444,-115.875,2005,0.3,MT
48.6625,-114.8786111,2005,0.1,MT
48.78805556,-115.8222222,2005,0.1,MT
48.12638889,-115.9597222,2005,0.5,MT
48.62444444,-115.9863889,2005,0.1,MT
48.55555556,-115.315,2005,0.25,MT
48.91833333,-115.1666667,2005,0.1,MT
44.65305556,-121.5902778,2005,0.1,OR
43.60583333,-122.0055556,2005,0.1,OR
35.94722222,-118.2905556,2005,0.1,CA
36.05361111,-118.1933333,2005,0.1,CA
44.43222222,-120.3252778,2005,0.1,OR
35.27027778,-111.7108333,2005,2,AZ
35.2575,-111.6911111,2005,0.1,AZ
43.7925,-121.0597222,2005,0.2,OR
36.04888889,-118.1547222,2005,0.1,CA
42.59222222,-120.9002778,2005,0.2,OR
43.77916667,-120.9577778,2005,5.1,OR
35.575,-111.5125,2005,0.1,AZ
42.705,-120.8108333,2005,0.2,OR
36.06111111,-118.2327778,2005,0.1,CA
35.20277778,-111.5663889,2005,0.1,AZ
36.09,-118.1702778,2005,0.1,CA
43.79277778,-121.0277778,2005,0.2,OR
35.92638889,-118.3166667,2005,0.1,CA
35.67555556,-118.1136111,2005,0.1,CA
44.23305556,-120.3386111,2005,0.1,OR
43.74972222,-121.1372222,2005,0.1,OR
44.465,-120.1944444,2005,0.1,OR
39.31666667,-111.2283333,2005,0.1,UT
44.40388889,-119.5972222,2005,0.5,OR
44.495,-120.3877778,2005,0.1,OR
35.74916667,-118.3652778,2005,0.5,CA
44.28555556,-120.3183333,2005,0.1,OR
44.05111111,-121.3833333,2005,0.1,OR
43.68472222,-102.9388889,2005,5.6,SD
38.85833333,-105.9591667,2005,0.1,CO
43.61888889,-103.1033333,2005,41,SD
31.05833333,-92.95,2005,20,LA
43.88555556,-102.7716667,2005,12.3,SD
36.12888889,-92.3575,2005,35,AR
39.16972222,-106.3633333,2005,0.1,CO
43.87527778,-102.7583333,2005,5,SD
31.55277778,-92.59833333,2005,4,LA
43.87416667,-102.7616667,2005,15.6,SD
39.15638889,-106.4097222,2005,0.1,CO
31.26027778,-92.75555556,2005,1,LA
37.87194444,-111.6580556,2005,0.1,UT
42.22583333,-120.8188889,2005,0.2,OR
38.39694444,-119.0977778,2005,0.1,CA
42.21888889,-120.8511111,2005,0.1,OR
44.13194444,-118.9486111,2005,0.1,OR
38.80055556,-105.9355556,2005,1,CO
42.24777778,-120.8238889,2005,0.2,OR
37.30833333,-113.4480556,2005,0.1,UT
42.2075,-120.8238889,2005,1,OR
44.21111111,-119.2455556,2005,0.1,OR
42.13722222,-120.8819444,2005,0.1,OR
42.18472222,-120.8222222,2005,0.5,OR
39.16972222,-106.3633333,2005,0.1,CO
44.19083333,-119.2705556,2005,0.3,OR
44.58333333,-118.5611111,2005,0.5,OR
37.60027778,-118.6411111,2005,0.25,CA
38.705,-119.8238889,2005,0.25,CA
38.17888889,-119.3291667,2005,0.1,CA
44.26083333,-119.0647222,2005,0.3,OR
37.61138889,-118.6102778,2005,0.25,CA
35.96888889,-92.38944444,2005,10,AR
39.99055556,-111.3772222,2005,58,UT
44.55444444,-109.4416667,2005,0.1,WY
44.17722222,-118.675,2005,0.1,OR
42.57583333,-108.7308333,2005,0.1,WY
31.5075,-93.23222222,2005,17,LA
31.39194444,-93.13611111,2005,162,LA
48.41666667,-115.5505556,2005,0.1,MT
48.4,-115.5505556,2005,0.1,MT
44.91361111,-109.6894444,2005,0.1,WY
44.94388889,-109.5086111,2005,0.1,WY
31.04166667,-92.84166667,2005,1,LA
44.14638889,-118.5530556,2005,0.1,OR
43.64083333,-103.5575,2005,0.1,SD
43.63833333,-103.5616667,2005,0.1,SD
43.70194444,-103.7863889,2005,0.1,SD
44.09916667,-118.5966667,2005,0.5,OR
44.79722222,-109.4055556,2005,0.1,WY
46.99083333,-114.4225,2005,0.1,MT
43.71416667,-103.6233333,2005,0.1,SD
43.72944444,-103.7375,2005,0.5,SD
43.70222222,-103.5269444,2005,0.1,SD
43.70222222,-103.5069444,2005,0.1,SD
44.15694444,-118.5383333,2005,0.1,OR
43.67333333,-103.5469444,2005,0.25,SD
44.29305556,-118.6486111,2005,0.1,OR
44.36138889,-118.5016667,2005,0.1,OR
43.72722222,-103.7075,2005,0.1,SD
39.24138889,-106.3775,2005,0.1,CO
45.44166667,-121.7469444,2005,0.1,OR
46.14472222,-114.5294444,2005,0.1,MT
35.49166667,-93.12,2005,0.1,AR
31.04166667,-93.08333333,2005,9,LA
35.24944444,-93.68555556,2005,4,AR
47.22277778,-114.6863889,2005,0.1,MT
31.00388889,-92.95972222,2005,1,LA
31.05,-93.09166667,2005,19,LA
31.01666667,-93.10833333,2005,11,LA
43.675,-103.5183333,2005,5,SD
43.72305556,-103.5238889,2005,0.1,SD
31.18888889,-92.58583333,2005,205,LA
45.23888889,-121.6258333,2005,0.1,OR
36.25527778,-115.8255556,2005,1,NV
43.72083333,-103.5522222,2005,0.1,SD
31.01333333,-92.5725,2005,3,LA
43.70333333,-103.5319444,2005,0.1,SD
43.77972222,-103.7236111,2005,0.1,SD
31.04722222,-93.05277778,2005,22,LA
42.17916667,-120.8588889,2005,0.1,OR
31.01944444,-92.91111111,2005,5,LA
36.30555556,-115.6802778,2005,0.1,NV
43.63777778,-103.6097222,2005,0.1,SD
30.26777778,-84.40027778,2005,0.1,FL
43.88777778,-104.0155556,2005,0.3,SD
30.28472222,-84.36666667,2005,0.1,FL
34.14861111,-107.9861111,2005,23,NM
43.12888889,-121.3113889,2005,6,OR
34.16611111,-107.2944444,2005,0.1,NM
36.70583333,-118.9980556,2005,0.1,CA
34.02305556,-107.1302778,2005,0.1,NM
48.79166667,-117.0302778,2005,0.1,ID
42.18583333,-120.8538889,2005,0.1,OR
43.85166667,-104.0208333,2005,0.1,SD
34.24,-107.4061111,2005,0.1,NM
48.33416667,-116.9627778,2005,0.1,ID
42.38777778,-120.7072222,2005,1,OR
45.68722222,-121.3352778,2005,1.6,OR
43.77277778,-104.0141667,2005,0.1,SD
44.07472222,-104.0191667,2005,0.1,SD
44.63055556,-118.5972222,2005,0.2,OR
48.99777778,-116.1941667,2005,0.1,ID
44.51027778,-112.0730556,2005,0.1,ID
44.62722222,-118.6013889,2005,0.5,OR
44.18805556,-119.2644444,2005,0.3,OR
45.665,-121.2036111,2005,0.1,WA
44.29861111,-118.8041667,2005,0.1,OR
30.2,-84.38333333,2005,1.7,FL
29.0925,-81.89111111,2005,0.4,FL
29.16805556,-81.89611111,2005,1.25,FL
29.2025,-81.90194444,2005,2,FL
48.35666667,-117.0608333,2005,0.1,WA
29.15416667,-81.89611111,2005,0.1,FL
48.45972222,-116.9952778,2005,0.1,ID
48.52638889,-116.8591667,2005,0.1,ID
29.07055556,-81.80277778,2005,0.1,FL
29.355,-81.82027778,2005,0.1,FL
47.23416667,-114.7386111,2005,0.1,MT
33.74972222,-109.3480556,2005,0.1,AZ
33.74166667,-109.3663889,2005,0.1,AZ
33.74166667,-109.3702778,2005,0.3,AZ
33.73611111,-109.3388889,2005,1.5,AZ
47.22111111,-114.6858333,2005,0.1,MT
29.21,-81.90527778,2005,10,FL
33.77944444,-109.1969444,2005,0.8,AZ
35.81916667,-105.8355556,2005,1.25,NM
39.10305556,-119.8288889,2005,0.2,NV
33.53305556,-109.1163889,2005,1.5,AZ
33.81361111,-109.0833333,2005,0.2,AZ
39.04583333,-119.8694444,2005,0.1,NV
47.9725,-92.19083333,2005,2,MN
47.98666667,-91.475,2005,1,MN
47.84611111,-91.8075,2005,0.1,MN
47.09361111,-91.7625,2005,0.35,MN
48.12083333,-91.71194444,2005,1,MN
47.93722222,-91.96388889,2005,5,MN
47.83277778,-91.62972222,2005,0.5,MN
44.02305556,-121.4522222,2005,0.1,OR
44.185,-121.6005556,2005,0.1,OR
45.69944444,-121.4136111,2005,0.1,WA
38.3475,-109.3075,2005,0.1,UT
34.02305556,-107.1302778,2005,0.1,NM
34.02583333,-107.1302778,2005,0.1,NM
33.67638889,-107.4738889,2005,0.1,NM
33.98972222,-107.1369444,2005,0.1,NM
33.86444444,-107.505,2005,0.75,NM
48.08611111,-114.3227778,2005,0.1,MT
35.5875,-105.4680556,2005,0.1,NM
31.52,-92.58777778,2005,5,LA
35.09138889,-111.5888889,2005,0.1,AZ
45.35638889,-109.8994444,2005,0.1,MT
35.66,-105.7438889,2005,0.25,NM
33.76027778,-107.5122222,2005,0.5,NM
31.66583333,-92.50194444,2005,3,LA
45.0425,-109.4758333,2005,0.1,MT
35.29555556,-105.8327778,2005,0.25,NM
45.15138889,-109.3755556,2005,0.1,MT
31.59361111,-92.44277778,2005,11,LA
39.18777778,-105.5761111,2005,0.1,CO
30.975,-93.15833333,2005,5,LA
35.61611111,-105.8327778,2005,2,NM
34.23527778,-107.9166667,2005,0.1,NM
31.025,-93.15833333,2005,2,LA
31.02083333,-93.14166667,2005,1,LA
31.03388889,-92.89861111,2005,10,LA
45.15833333,-109.2722222,2005,0.8,MT
48.99,-116.3013889,2005,0.7,ID
33.71694444,-107.4608333,2005,0.1,NM
48.59333333,-116.1891667,2005,0.1,ID
48.21416667,-114.6155556,2005,0.1,MT
48.32166667,-113.6633333,2005,0.25,MT
48.31305556,-113.6855556,2005,0.1,MT
38.13416667,-120.1355556,2005,1,CA
41.21138889,-123.6558333,2005,0.1,CA
44.84166667,-118.6197222,2005,0.5,OR
44.98444444,-118.5136111,2005,0.1,OR
35.75138889,-105.6519444,2005,1.5,NM
39.93805556,-111.3955556,2005,1.5,UT
30.93888889,-93.19972222,2005,1,LA
31.25888889,-92.76444444,2005,1,LA
31.63194444,-92.51166667,2005,1,LA
31.06666667,-92.95833333,2005,15,LA
37.08805556,-101.6369444,2005,0.5,KS
45.2975,-106.4425,2005,0.25,MT
45.42055556,-106.3808333,2005,4.5,MT
45.35472222,-106.0977778,2005,4,MT
39.37305556,-105.2077778,2005,0.1,CO
45.33777778,-106.1177778,2005,0.1,MT
45.46111111,-106.0875,2005,2.3,MT
45.37083333,-106.2416667,2005,423.3,MT
47.81555556,-113.4586111,2005,0.1,MT
45.265,-106.2069444,2005,3.2,MT
45.25416667,-106.2047222,2005,0.6,MT
44.2925,-114.7175,2005,0.1,ID
39.36888889,-111.1972222,2005,0.25,UT
39.8875,-111.5216667,2005,0.1,UT
44.39,-114.7388889,2005,0.1,ID
35.07361111,-111.5816667,2005,0.1,AZ
37.11833333,-101.8938889,2005,0.1,KS
35.14583333,-111.6386111,2005,0.1,AZ
44.31222222,-114.9247222,2005,0.1,ID
37.06833333,-101.9994444,2005,0.5,KS
35.08472222,-111.5980556,2005,0.1,AZ
35.14583333,-111.6386111,2005,2,AZ
34.90861111,-111.5319444,2005,0.1,AZ
35.15638889,-111.5266667,2005,0.1,AZ
44.29972222,-114.8511111,2005,0.25,ID
35.10527778,-111.5913889,2005,0.1,AZ
44.30666667,-114.8216667,2005,0.1,ID
36.34194444,-106.6108333,2005,0.1,NM
37.72083333,-106.6986111,2005,0.1,CO
34.98361111,-93.98361111,2005,0.25,AR
39.905,-111.5233333,2005,0.1,UT
36.18027778,-106.8025,2005,0.25,NM
37.15777778,-101.7897222,2005,0.5,KS
39.57722222,-111.7011111,2005,0.1,UT
44.3275,-114.6841667,2005,0.1,ID
37.13944444,-101.8230556,2005,0.1,KS
39.68972222,-120.7172222,2005,0.1,CA
39.94,-111.4183333,2005,0.1,UT
44.33083333,-114.3927778,2005,0.1,ID
44.43138889,-120.3213889,2005,0.1,OR
39.86666667,-111.2333333,2005,0.1,UT
38.00833333,-120.1538889,2005,0.1,CA
38.49833333,-109.3183333,2005,0.1,UT
34.47944444,-118.7686111,2005,3,CA
39.48,-111.8261111,2005,10.1,UT
48.41666667,-115.5461111,2005,0.1,MT
48.51888889,-115.5177778,2005,0.1,MT
48.40833333,-115.5083333,2005,0.1,MT
48.85722222,-114.8711111,2005,0.1,MT
48.41666667,-115.5505556,2005,0.1,MT
46.10555556,-117.7888889,2005,0.1,WA
36.04722222,-106.485,2005,0.1,NM
34.95527778,-111.5338889,2005,1,AZ
35.04444444,-111.3719444,2005,0.1,AZ
35.13416667,-111.6330556,2005,0.4,AZ
37.65,-90.80083333,2005,2.04,MO
34.93222222,-111.6097222,2005,0.4,AZ
31.80861111,-92.83194444,2005,270,LA
34.94916667,-111.6563889,2005,0.1,AZ
47.92888889,-113.6519444,2005,0.1,MT
32.94222222,-79.69388889,2005,1,SC
37.35444444,-113.6211111,2005,0.1,UT
34.91944444,-111.5686111,2005,0.1,AZ
37.82166667,-91.23861111,2005,3.53,MO
36.1375,-118.7433333,2005,7,CA
44.64611111,-115.2108333,2005,0.25,ID
36.13,-118.5380556,2005,0.1,CA
37.77916667,-91.01,2005,13.74,MO
37.82333333,-90.93333333,2005,2.5,MO
36.15944444,-118.7175,2005,11.5,CA
44.90166667,-114.7163889,2005,0.25,ID
36.29972222,-118.4208333,2005,6.75,CA
37.78583333,-91.05055556,2005,3.2,MO
36.15916667,-118.7125,2005,22,CA
33.13138889,-116.8886111,2005,0.1,CA
35.02861111,-111.6955556,2005,0.1,AZ
35.04666667,-111.6152778,2005,0.1,AZ
45.31444444,-123.7508333,2005,0.1,OR
37.80833333,-91.05833333,2005,3.89,MO
34.93527778,-111.5052778,2005,0.1,AZ
42.55333333,-120.5363889,2005,0.1,OR
37.76277778,-91.1325,2005,81.35,MO
34.85777778,-111.5913889,2005,0.1,AZ
37.81111111,-91.06722222,2005,43.15,MO
35.06833333,-111.5988889,2005,0.1,AZ
35.11916667,-111.6036111,2005,3,AZ
35.14361111,-111.6411111,2005,0.2,AZ
44.00777778,-121.3930556,2005,0.1,OR
35.08583333,-111.6811111,2005,0.1,AZ
34.91944444,-111.5677778,2005,0.1,AZ
43.47083333,-124.2333333,2005,0.1,OR
37.55694444,-118.6613889,2005,12,CA
34.93861111,-111.6086111,2005,0.2,AZ
34.9375,-111.5872222,2005,0.1,AZ
44.76083333,-122.0830556,2005,0.1,OR
35.09777778,-111.6205556,2005,0.1,AZ
45.715,-121.3483333,2005,1,WA
44.43638889,-115.2194444,2005,0.1,ID
39.51055556,-111.8366667,2005,0.5,UT
39.63194444,-111.2647222,2005,0.1,UT
38.48305556,-109.3119444,2005,0.1,UT
39.32555556,-111.5002778,2005,0.1,UT
36.02333333,-106.5358333,2005,0.1,NM
33.21638889,-108.1002778,2005,170,NM
34.87944444,-111.5497222,2005,0.25,AZ
34.89833333,-93.40527778,2005,3,AR
34.89611111,-111.5847222,2005,0.1,AZ
34.94916667,-111.7313889,2005,0.1,AZ
35.09944444,-111.3963889,2005,0.25,AZ
34.84166667,-111.5830556,2005,0.1,AZ
37.77666667,-109.8508333,2005,3,UT
43.64138889,-124.1908333,2005,0.1,OR
34.88666667,-111.5138889,2005,0.5,AZ
34.86416667,-111.5319444,2005,0.1,AZ
34.85277778,-111.5444444,2005,0.5,AZ
34.87111111,-111.5466667,2005,1,AZ
37.67083333,-109.7152778,2005,0.1,UT
34.95777778,-111.6266667,2005,0.1,AZ
34.84333333,-111.4447222,2005,0.1,AZ
34.93944444,-111.6075,2005,0.1,AZ
35.02555556,-111.4458333,2005,0.1,AZ
48.86388889,-116.2244444,2005,0.1,ID
37.89861111,-90.98722222,2005,62.69,MO
37.72083333,-90.97222222,2005,30.93,MO
35.14166667,-111.5916667,2005,0.25,AZ
37.77,-91.08388889,2005,9.98,MO
34.94166667,-111.5666667,2005,0.1,AZ
43.66638889,-122.4163889,2005,0.1,OR
35.025,-111.6791667,2005,0.1,AZ
48.83361111,-116.2497222,2005,0.1,ID
43.58361111,-124.1808333,2005,4,OR
37.65416667,-91.02,2005,69.38,MO
34.96666667,-111.6458333,2005,0.1,AZ
43.57666667,-124.1880556,2005,0.1,OR
37.02472222,-101.9933333,2005,760,KS
35.12333333,-111.6527778,2005,0.1,AZ
36.11055556,-106.7486111,2005,0.1,NM
34.92027778,-111.6141667,2005,0.1,AZ
34.93333333,-111.5583333,2005,0.1,AZ
34.99944444,-94.02555556,2005,0.2,AR
44.17583333,-124.1141667,2005,0.1,OR
47.62222222,-116.5391667,2005,0.1,ID
34.87444444,-111.5655556,2005,0.1,AZ
34.89416667,-111.6330556,2005,0.1,AZ
48.41833333,-117.0008333,2005,1.7,ID
35.0075,-111.6013889,2005,0.1,AZ
35.03611111,-111.6297222,2005,0.1,AZ
42.13222222,-120.8936111,2005,0.3,OR
43.67333333,-122.3916667,2005,0.1,OR
42.04472222,-120.6333333,2005,0.1,OR
35.11666667,-111.3416667,2005,0.1,AZ
43.82916667,-122.3961111,2005,0.1,OR
48.96694444,-116.1738889,2005,0.1,ID
34.97583333,-111.2744444,2005,0.1,AZ
34.93777778,-111.5633333,2005,0.1,AZ
42.25388889,-120.8058333,2005,1,OR
34.9375,-111.575,2005,0.1,AZ
34.88472222,-111.5727778,2005,0.1,AZ
35.01861111,-111.5941667,2005,0.1,AZ
35.07416667,-111.7094444,2005,0.1,AZ
34.98416667,-111.445,2005,0.1,AZ
43.95138889,-121.4838889,2005,0.1,OR
43.70138889,-122.2886111,2005,0.1,OR
34.91138889,-111.4319444,2005,0.1,AZ
34.935,-111.4838889,2005,0.1,AZ
35.06638889,-111.4163889,2005,0.1,AZ
35.06638889,-111.4136111,2005,0.1,AZ
35.07361111,-111.4433333,2005,0.1,AZ
34.91222222,-111.6969444,2005,0.1,AZ
34.95833333,-111.625,2005,0.1,AZ
35.14833333,-111.6025,2005,0.1,AZ
44.02055556,-121.4619444,2005,0.1,OR
45.66416667,-121.0108333,2005,1,WA
44.33722222,-119.8188889,2005,0.1,OR
45.66694444,-121.2280556,2005,0.1,OR
44.36222222,-119.8530556,2005,0.1,OR
43.78388889,-121.0633333,2005,1.05,OR
45.66222222,-120.9158333,2005,0.5,WA
44.21694444,-119.5908333,2005,0.1,OR
44.23416667,-120.2375,2005,0.1,OR
44.37777778,-119.7983333,2005,0.1,OR
44.06361111,-121.6891667,2005,0.1,OR
34.38361111,-111.0525,2005,0.2,AZ
48.92,-116.3583333,2005,0.1,ID
44.33416667,-120.3333333,2005,0.1,OR
37.69,-109.8819444,2005,0.1,UT
44.0225,-118.8188889,2005,0.1,OR
37.71083333,-109.9175,2005,0.1,UT
44.39194444,-120.3338889,2005,0.1,OR
34.44861111,-110.5869444,2005,1,AZ
44.36111111,-120.0427778,2005,0.1,OR
44.26166667,-119.8211111,2005,0.1,OR
44.03972222,-118.6375,2005,0.3,OR
34.29972222,-110.7341667,2005,1.2,AZ
43.91194444,-121.4533333,2005,0.1,OR
43.83277778,-119.0969444,2005,0.3,OR
43.83444444,-119.12,2005,0.1,OR
33.10833333,-116.8777778,2005,0.2,CA
33.12722222,-116.8680556,2005,0.2,CA
38.99277778,-105.3108333,2005,1,CO
43.84638889,-119.0888889,2005,0.3,OR
45.69194444,-121.7444444,2005,0.1,OR
44.3725,-121.8108333,2005,0.1,OR
43.84555556,-119.0925,2005,1,OR
45.705,-121.4836111,2005,0.1,OR
45.34027778,-118.4386111,2005,0.1,OR
43.94305556,-119.0555556,2005,0.1,OR
44.13444444,-121.6211111,2005,0.1,OR
43.94055556,-119.1261111,2005,0.2,OR
44.08,-118.8711111,2005,0.25,OR
47.83277778,-113.4197222,2005,0.1,MT
47.94555556,-113.5527778,2005,0.1,MT
43.63972222,-121.6880556,2005,0.1,OR
47.98027778,-113.5663889,2005,0.1,MT
47.85527778,-113.9272222,2005,0.25,MT
48.28055556,-113.96,2005,0.1,MT
45.13388889,-117.6277778,2005,0.1,OR
43.95722222,-121.4358333,2005,0.1,OR
42.84638889,-112.0794444,2005,0.1,ID
34.18277778,-109.9194444,2005,0.1,AZ
44.67111111,-111.3063889,2005,0.1,ID
48.19861111,-116.1022222,2005,0.3,ID
34.45722222,-110.7497222,2005,320,AZ
