OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
45,45,FS-1418933,FED,FS-FIRESTAT,FS,USWYMBF,Medicine Bow National Forest,206,Medicine Bow-Routt National Forest,51,,BTW2,JOHN,,,,,,2005,2453527.5,157,1530,1,Lightning,2453527.5,157,2030,0.25,A,42.35472222,-105.5055556,13,STATE OR PRIVATE,WY,9,9,Converse,b'\x00\x01\xad\x10\x00\x00\xb0 \xb5\x05[`Z\xc0H\x08\xa7\x89g-E@\xb0 \xb5\x05[`Z\xc0H\x08\xa7\x89g-E@|\x01\x00\x00\x00\xb0 \xb5\x05[`Z\xc0H\x08\xa7\x89g-E@\xfe'
46,46,FS-1418934,FED,FS-FIRESTAT,FS,USNCNCF,National Forests in North Carolina,811,National Forests in North Carolina,10,1,BK9X,WATERLOO,,,,,,2005,2453440.5,70,1330,9,Miscellaneous,2453440.5,70,1930,10,C,35.00138889,-83.38416667,14,MISSING/NOT SPECIFIED,NC,113,113,Macon,b'\x00\x01\xad\x10\x00\x00<\xf7\xcc/\x96\xd8T\xc0`\x90\xda\x82-\x80A@<\xf7\xcc/\x96\xd8T\xc0`\x90\xda\x82-\x80A@|\x01\x00\x00\x00<\xf7\xcc/\x96\xd8T\xc0`\x90\xda\x82-\x80A@\xfe'
47,47,FS-1418935,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,614,Umatilla National Forest,1,19,BE07,EARLY,,,,,,2005,2453440.5,70,1000,9,Miscellaneous,2453440.5,70,1401,5,B,44.91111111,-119.6961111,5,USFS,OR,69,69,Wheeler,b'\x00\x01\xad\x10\x00\x00@\xf5\x9c\x15\x8d\xec]\xc0x<\xf2I\x9ftF@@\xf5\x9c\x15\x8d\xec]\xc0x<\xf2I\x9ftF@|\x01\x00\x00\x00@\xf5\x9c\x15\x8d\xec]\xc0x<\xf2I\x9ftF@\xfe'
48,48,FS-1418940,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,212,Pike San Isabel National Forest,22,1,BEX1,HATCH,,,,,,2005,2453535.5,165,1300,1,Lightning,2453535.5,165,1530,0.5,B,39.29222222,-105.1830556,5,USFS,CO,,,,b'\x00\x01\xad\x10\x00\x00@\xe3\xaa.\xb7KZ\xc0H\x08\xa7\x89g\xa5C@@\xe3\xaa.\xb7KZ\xc0H\x08\xa7\x89g\xa5C@|\x01\x00\x00\x00@\xe3\xaa.\xb7KZ\xc0H\x08\xa7\x89g\xa5C@\xfe'
49,49,FS-1418943,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,601,Deschutes National Forest,2,1-002,BKG2,32,,,,,,2005,2453417.5,47,1535,4,Campfire,2453417.5,47,1600,0.1,A,43.72527778,-121.5741667,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00\x98\x86\x8f%\xbfd^\xc0\xd0\xce\xfc\xe6\xd5\xdcE@\x98\x86\x8f%\xbfd^\xc0\xd0\xce\xfc\xe6\xd5\xdcE@|\x01\x00\x00\x00\x98\x86\x8f%\xbfd^\xc0\xd0\xce\xfc\xe6\xd5\xdcE@\xfe'
50,50,FS-1418944,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,607,Ochoco National Forest,1,5-001,BK1B,41,,,,,,2005,2453431.5,61,1640,5,Debris Burning,2453431.5,61,1745,0.1,A,44.41,-121.3155556,5,USFS,OR,17,17,Deschutes,b'\x00\x01\xad\x10\x00\x00T\x91\xf2\x0f2T^\xc0\x18\xaeG\xe1z4F@T\x91\xf2\x0f2T^\xc0\x18\xaeG\xe1z4F@|\x01\x00\x00\x00T\x91\xf2\x0f2T^\xc0\x18\xaeG\xe1z4F@\xfe'
51,51,FS-1418945,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,602,Fremont-Winema National Forest,3,402,BE0X,HALFWAY  108,,,,,,2005,2453518.5,148,1441,1,Lightning,2453518.5,148,1911,0.1,A,42.13388889,-121.2341667,5,USFS,OR,37,37,Lake,b'\x00\x01\xad\x10\x00\x00\xa4]3\x96\xfcN^\xc0\x88\xeciE#\x11E@\xa4]3\x96\xfcN^\xc0\x88\xeciE#\x11E@|\x01\x00\x00\x00\xa4]3\x96\xfcN^\xc0\x88\xeciE#\x11E@\xfe'
52,52,FS-1418953,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,602,Fremont-Winema National Forest,1,101,BR37,PARADISE  104,,,,,,2005,2453507.5,137,1400,9,Miscellaneous,2453507.5,137,1500,0.1,A,42.31138889,-120.9027778,5,USFS,OR,37,37,Lake,"b""\x00\x01\xad\x10\x00\x00\xf0)t\x1c\xc79^\xc0\xa8qU\x97\xdb'E@\xf0)t\x1c\xc79^\xc0\xa8qU\x97\xdb'E@|\x01\x00\x00\x00\xf0)t\x1c\xc79^\xc0\xa8qU\x97\xdb'E@\xfe"""
53,53,FS-1418954,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,602,Fremont-Winema National Forest,2,401,B50B,STUMP 106,,,,,,2005,2453517.5,147,1539,7,Arson,2453517.5,147,1655,0.1,A,42.95083333,-120.8361111,5,USFS,OR,37,37,Lake,"b'\x00\x01\xad\x10\x00\x00lQ,\xd8\x825^\xc0\x08&\x14\xe8\xb4yE@lQ,\xd8\x825^\xc0\x08&\x14\xe8\xb4yE@|\x01\x00\x00\x00lQ,\xd8\x825^\xc0\x08&\x14\xe8\xb4yE@\xfe'"
54,54,FS-1418965,FED,FS-FIRESTAT,FS,USWYBHF,Bighorn National Forest,202,Bighorn National Forest,1,WY-BHF-014,BM2B,CRYSTAL SPRINGS,,,,,,2005,2453467.5,97,1615,9,Miscellaneous,2453467.5,97,1700,0.1,A,44.81611111,-107.3311111,5,USFS,WY,33,33,Sheridan,b'\x00\x01\xad\x10\x00\x00\xb02\xa7\xec0\xd5Z\xc0 \xad/TvhF@\xb02\xa7\xec0\xd5Z\xc0 \xad/TvhF@|\x01\x00\x00\x00\xb02\xa7\xec0\xd5Z\xc0 \xad/TvhF@\xfe'
55,55,FS-1418966,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,614,Umatilla National Forest,3,401-046,BE07,UPPER JIM,,,,,,2005,2453540.5,170,1430,1,Lightning,2453541.5,171,1400,0.3,B,46.22083333,-117.785,5,USFS,WA,27,27,Grays Harbor,b'\x00\x01\xad\x10\x00\x00\x08\xd7\xa3p=r]\xc0\xc8\x1b=DD\x1cG@\x08\xd7\xa3p=r]\xc0\xc8\x1b=DD\x1cG@|\x01\x00\x00\x00\x08\xd7\xa3p=r]\xc0\xc8\x1b=DD\x1cG@\xfe'
56,56,FS-1418969,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,602,Fremont-Winema National Forest,8,103,BE0X,COTTONWOOD  128,,,,,,2005,2453546.5,176,1800,1,Lightning,2453547.5,177,1230,0.1,A,42.38694444,-120.8086111,5,USFS,OR,37,37,Lake,b'\x00\x01\xad\x10\x00\x00t(\xd0H\xc03^\xc0\xa8\x959e\x871E@t(\xd0H\xc03^\xc0\xa8\x959e\x871E@|\x01\x00\x00\x00t(\xd0H\xc03^\xc0\xa8\x959e\x871E@\xfe'
57,57,FS-1418970,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,602,Fremont-Winema National Forest,6,102,BE0X,OBENCHAIN  125,,,,,,2005,2453546.5,176,1300,1,Lightning,2453546.5,176,1745,2,B,42.51472222,-121.12,5,USFS,OR,37,37,Lake,b'\x00\x01\xad\x10\x00\x00D\xe1z\x14\xaeG^\xc0`\xb6\xeej\xe2AE@D\xe1z\x14\xaeG^\xc0`\xb6\xeej\xe2AE@|\x01\x00\x00\x00D\xe1z\x14\xaeG^\xc0`\xb6\xeej\xe2AE@\xfe'
58,58,FS-1418971,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,4,2,BEW1,IOWA FLATS,,,,,,2005,2453437.5,67,1334,5,Debris Burning,2453437.5,67,1400,0.5,B,48.92194444,-115.0925,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00P\xb8\x1e\x85\xeb\xc5\\\xc0\xc0C\x81F\x02vH@P\xb8\x1e\x85\xeb\xc5\\\xc0\xc0C\x81F\x02vH@|\x01\x00\x00\x00P\xb8\x1e\x85\xeb\xc5\\\xc0\xc0C\x81F\x02vH@\xfe'
59,59,FS-1418973,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,3,1,BK5T,GATEWAY,,,,,,2005,2453435.5,65,1510,4,Campfire,2453435.5,65,1900,9,B,48.99833333,-115.1655556,5,USFS,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xbc\xf7Xv\x98\xca\\\xc0\xb0m\xf5b\xc9\x7fH@\xbc\xf7Xv\x98\xca\\\xc0\xb0m\xf5b\xc9\x7fH@|\x01\x00\x00\x00\xbc\xf7Xv\x98\xca\\\xc0\xb0m\xf5b\xc9\x7fH@\xfe'
60,60,FS-1418974,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,602,Fremont-Winema National Forest,4,403,BE0X,JUNIOR  122,,,,,,2005,2453545.5,175,1845,1,Lightning,2453545.5,175,2230,0.1,A,42.92138889,-121.0308333,5,USFS,OR,37,37,Lake,"b'\x00\x01\xad\x10\x00\x00\x80\xfe[,\xf9A^\xc0X\xb96\x12\xf0uE@\x80\xfe[,\xf9A^\xc0X\xb96\x12\xf0uE@|\x01\x00\x00\x00\x80\xfe[,\xf9A^\xc0X\xb96\x12\xf0uE@\xfe'"
61,61,FS-1418975,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,28,1,BUS5,HAINES POINT,,,,,,2005,2453537.5,167,1234,4,Campfire,2453538.5,168,1321,5,B,47.66555556,-115.5691667,5,USFS,MT,89,89,Sanders,b'\x00\x01\xad\x10\x00\x00\xe0g\n:m\xe4\\\xc0\x80\xef\xb1\xec0\xd5G@\xe0g\n:m\xe4\\\xc0\x80\xef\xb1\xec0\xd5G@|\x01\x00\x00\x00\xe0g\n:m\xe4\\\xc0\x80\xef\xb1\xec0\xd5G@\xfe'
62,62,FS-1418976,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,212,Pike San Isabel National Forest,14,1,BEX1,TROUT CREEK II,,,,,,2005,2453520.5,150,1100,1,Lightning,2453521.5,151,1218,0.2,A,38.91333333,-105.9836111,5,USFS,CO,,,,b'\x00\x01\xad\x10\x00\x00\xa8[\x03|\xf3~Z\xc08YG\x1b\xe8tC@\xa8[\x03|\xf3~Z\xc08YG\x1b\xe8tC@|\x01\x00\x00\x00\xa8[\x03|\xf3~Z\xc08YG\x1b\xe8tC@\xfe'
63,63,FS-1418978,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,212,Pike San Isabel National Forest,29,3,BU9J,MT ELBERT,,,,,,2005,2453542.5,172,1241,4,Campfire,2453542.5,172,1506,0.1,A,39.10027778,-106.3675,5,USFS,CO,,,,b'\x00\x01\xad\x10\x00\x00\xe8Q\xb8\x1e\x85\x97Z\xc0\xd0\xce\xfc\xe6\xd5\x8cC@\xe8Q\xb8\x1e\x85\x97Z\xc0\xd0\xce\xfc\xe6\xd5\x8cC@|\x01\x00\x00\x00\xe8Q\xb8\x1e\x85\x97Z\xc0\xd0\xce\xfc\xe6\xd5\x8cC@\xfe'
64,64,FS-1418993,FED,FS-FIRESTAT,FS,USUTUWF,Uinta/Wasatch-Cache National Forest,418,Uinta National Forest,5,154,BEZ9,RED HOLLOW # 1,,,,,,2005,2453549.5,179,1654,1,Lightning,2453549.5,179,1757,0.1,A,40.08888889,-111.3783333,5,USFS,UT,49,49,Utah,b'\x00\x01\xad\x10\x00\x00\x8c\xd5\xff\x9c6\xd8[\xc0\x98\xc3\r\xb6`\x0bD@\x8c\xd5\xff\x9c6\xd8[\xc0\x98\xc3\r\xb6`\x0bD@|\x01\x00\x00\x00\x8c\xd5\xff\x9c6\xd8[\xc0\x98\xc3\r\xb6`\x0bD@\xfe'
65,65,FS-1418994,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,15,3,BP98,LLAMA,,,,,,2005,2453487.5,117,1232,5,Debris Burning,2453487.5,117,1800,2,B,48.89944444,-115.1069444,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00|\x12~-\xd8\xc6\\\xc0H/\xd3\xfe sH@|\x12~-\xd8\xc6\\\xc0H/\xd3\xfe sH@|\x01\x00\x00\x00|\x12~-\xd8\xc6\\\xc0H/\xd3\xfe sH@\xfe'
66,66,FS-1418995,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,16,4,BQC0,HWY 37,,,,,,2005,2453484.5,114,1930,9,Miscellaneous,2453484.5,114,1945,0.1,A,48.90694444,-115.0766667,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xf4\x15R\x1b\xe8\xc4\\\xc0p\x8bb\xc1\x16tH@\xf4\x15R\x1b\xe8\xc4\\\xc0p\x8bb\xc1\x16tH@|\x01\x00\x00\x00\xf4\x15R\x1b\xe8\xc4\\\xc0p\x8bb\xc1\x16tH@\xfe'
67,67,FS-1419001,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,40,14,BYE1,RACE TRACK 4,,,,,,2005,2453555.5,185,800,4,Campfire,2453555.5,185,815,0.1,A,48.40777778,-115.5583333,13,STATE OR PRIVATE,MT,53,53,Lincoln,"b""\x00\x01\xad\x10\x00\x00x'\xb8\xbb\xbb\xe3\\\xc0`\x91\xf2\x0f24H@x'\xb8\xbb\xbb\xe3\\\xc0`\x91\xf2\x0f24H@|\x01\x00\x00\x00x'\xb8\xbb\xbb\xe3\\\xc0`\x91\xf2\x0f24H@\xfe"""
68,68,FS-1419017,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,43,15,BYE5,RACE TRACK 5,,,,,,2005,2453556.5,186,715,4,Campfire,2453556.5,186,745,0.1,A,48.40777778,-115.5577778,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00D\xe2\x92\xa1\xb2\xe3\\\xc0`\x91\xf2\x0f24H@D\xe2\x92\xa1\xb2\xe3\\\xc0`\x91\xf2\x0f24H@|\x01\x00\x00\x00D\xe2\x92\xa1\xb2\xe3\\\xc0`\x91\xf2\x0f24H@\xfe'
69,69,FS-1419031,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,602,Fremont-Winema National Forest,7,201,BE0X,THOMAS CREEK  126,,,,,,2005,2453546.5,176,1645,1,Lightning,2453546.5,176,1900,0.1,A,42.30277778,-120.5436111,5,USFS,OR,37,37,Lake,"b'\x00\x01\xad\x10\x00\x00L\xcc@\x86\xca""^\xc0 \x87\x1bl\xc1&E@L\xcc@\x86\xca""^\xc0 \x87\x1bl\xc1&E@|\x01\x00\x00\x00L\xcc@\x86\xca""^\xc0 \x87\x1bl\xc1&E@\xfe'"
70,70,FS-1419033,FED,FS-FIRESTAT,FS,USORFWF,Fremont-Winema National Forest,602,Fremont-Winema National Forest,9,202,BE0X,DOG  129,,,,,,2005,2453547.5,177,1540,1,Lightning,2453547.5,177,2100,0.5,B,42.13694444,-120.7016667,5,USFS,OR,37,37,Lake,"b'\x00\x01\xad\x10\x00\x00\xf4\x15R\x1b\xe8,^\xc0\xa8\x959e\x87\x11E@\xf4\x15R\x1b\xe8,^\xc0\xa8\x959e\x87\x11E@|\x01\x00\x00\x00\xf4\x15R\x1b\xe8,^\xc0\xa8\x959e\x87\x11E@\xfe'"
71,71,FS-1419039,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,18,5,BQW1,OLSEN HILL,,,,,,2005,2453492.5,122,2000,5,Debris Burning,2453492.5,122,2200,17,C,48.96666667,-115.2066667,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xac4\xd7\x06:\xcd\\\xc0H\xe4\xc2\xbb\xbb{H@\xac4\xd7\x06:\xcd\\\xc0H\xe4\xc2\xbb\xbb{H@|\x01\x00\x00\x00\xac4\xd7\x06:\xcd\\\xc0H\xe4\xc2\xbb\xbb{H@\xfe'
72,72,FS-1419041,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,21,6,BS6S,SHOOTING RANGE,,,,,,2005,2453519.5,149,2000,4,Campfire,2453519.5,149,2100,0.1,A,48.96444444,-115.1858333,5,USFS,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xd4\xb6z\xb1\xe4\xcb\\\xc0\x00NX\xear{H@\xd4\xb6z\xb1\xe4\xcb\\\xc0\x00NX\xear{H@|\x01\x00\x00\x00\xd4\xb6z\xb1\xe4\xcb\\\xc0\x00NX\xear{H@\xfe'
73,74,FS-1419045,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,33,8,BXR5,WATER TANK,,,,,,2005,2453552.5,182,2030,9,Miscellaneous,2453552.5,182,2300,3,B,48.89444444,-115.1652778,13,STATE OR PRIVATE,MT,53,53,Lincoln,"b""\x00\x01\xad\x10\x00\x00\xbc\xf6@\xe9\x93\xca\\\xc0\xd0\xf1\xc8'}rH@\xbc\xf6@\xe9\x93\xca\\\xc0\xd0\xf1\xc8'}rH@|\x01\x00\x00\x00\xbc\xf6@\xe9\x93\xca\\\xc0\xd0\xf1\xc8'}rH@\xfe"""
74,75,FS-1419047,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,44,9,BYS6,BANKS,,,,,,2005,2453556.5,186,1616,5,Debris Burning,2453556.5,186,2115,0.25,A,48.81694444,-115.1113889,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\x00\xec\xdd\xfe \xc7\\\xc0\x809\xaa\xa2\x91hH@\x00\xec\xdd\xfe \xc7\\\xc0\x809\xaa\xa2\x91hH@|\x01\x00\x00\x00\x00\xec\xdd\xfe \xc7\\\xc0\x809\xaa\xa2\x91hH@\xfe'
75,76,FS-1419050,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,45,10,BY03,AIRPORT RD,,,,,,2005,2453554.5,184,1745,9,Miscellaneous,2453554.5,184,1815,0.1,A,48.9625,-115.0855556,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x008\x0c\x07\xbey\xc5\\\xc083333{H@8\x0c\x07\xbey\xc5\\\xc083333{H@|\x01\x00\x00\x008\x0c\x07\xbey\xc5\\\xc083333{H@\xfe'
76,77,FS-1419053,FED,FS-FIRESTAT,FS,USAZKNF,Kaibab National Forest,307,Kaibab National Forest,1,1,BEY2,BENHAM,,,,,,2005,2453506.5,136,1713,4,Campfire,2453506.5,136,1949,0.5,B,35.23638889,-112.2163889,5,USFS,AZ,5,5,Coconino,b'\x00\x01\xad\x10\x00\x00 q\xc9P\xd9\r\\\xc0\x10\xd8\xbb\xfdA\x9eA@ q\xc9P\xd9\r\\\xc0\x10\xd8\xbb\xfdA\x9eA@|\x01\x00\x00\x00 q\xc9P\xd9\r\\\xc0\x10\xd8\xbb\xfdA\x9eA@\xfe'
77,78,FS-1419054,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,9,53-03,BWP8,LINTO,,,,,,2005,2453548.5,178,1007,5,Debris Burning,2453548.5,178,1130,0.1,A,41.03722222,-123.5330556,5,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xa8I\x11\x95\x1d\xe2^\xc0\xd8\xca\x9c\xb2\xc3\x84D@\xa8I\x11\x95\x1d\xe2^\xc0\xd8\xca\x9c\xb2\xc3\x84D@|\x01\x00\x00\x00\xa8I\x11\x95\x1d\xe2^\xc0\xd8\xca\x9c\xb2\xc3\x84D@\xfe'
78,79,FS-1419057,FED,FS-FIRESTAT,FS,USWYBHF,Bighorn National Forest,202,Bighorn National Forest,2,WY-BHF-020,BNR0,HUNTER MESA,,,,,,2005,2453474.5,104,1050,9,Miscellaneous,2453474.5,104,1300,0.25,A,44.33555556,-106.9519444,5,USFS,WY,19,19,Johnson,"b'\x00\x01\xad\x10\x00\x00,Z_\xa8\xec\xbcZ\xc0x\x18\x0e|\xf3*F@,Z_\xa8\xec\xbcZ\xc0x\x18\x0e|\xf3*F@|\x01\x00\x00\x00,Z_\xa8\xec\xbcZ\xc0x\x18\x0e|\xf3*F@\xfe'"
79,80,FS-1419058,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,614,Umatilla National Forest,2,601-045,BE07,SMITH RIDGE 1,,,,,,2005,2453539.5,169,1412,1,Lightning,2453540.5,170,1848,0.1,A,45.55444444,-118.1019444,5,USFS,OR,61,61,Union,b'\x00\x01\xad\x10\x00\x00\xc4\xf3\xf8A\x86\x86]\xc0\xe8\x9f\x10\t\xf8\xc6F@\xc4\xf3\xf8A\x86\x86]\xc0\xe8\x9f\x10\t\xf8\xc6F@|\x01\x00\x00\x00\xc4\xf3\xf8A\x86\x86]\xc0\xe8\x9f\x10\t\xf8\xc6F@\xfe'
80,81,FS-1419060,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,19,3,BRR9,BEARING,,,,,,2005,2453503.5,133,1300,2,Equipment Use,2453503.5,133,1420,0.1,A,48.28222222,-115.5105556,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00h?:\xf1\xac\xe0\\\xc0h\x8d\x92\xdb\x1f$H@h?:\xf1\xac\xe0\\\xc0h\x8d\x92\xdb\x1f$H@|\x01\x00\x00\x00h?:\xf1\xac\xe0\\\xc0h\x8d\x92\xdb\x1f$H@\xfe'
81,82,FS-1419061,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,50,19,BZ0T,PIPE FLATS 2,,,,,,2005,2453561.5,191,915,4,Campfire,2453561.5,191,940,0.1,A,48.41666667,-115.5461111,5,USFS,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\xa8[\x03|\xf3\xe2\\\xc0\xe0}\\UU5H@\xa8[\x03|\xf3\xe2\\\xc0\xe0}\\UU5H@|\x01\x00\x00\x00\xa8[\x03|\xf3\xe2\\\xc0\xe0}\\UU5H@\xfe'
82,83,FS-1419063,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,38,12,BYD9,OBSIDIAN,,,,,,2005,2453554.5,184,2000,4,Campfire,2453555.5,185,1351,0.1,A,48.34888889,-115.4908333,5,USFS,MT,53,53,Lincoln,"b'\x00\x01\xad\x10\x00\x00\xc0\x083\xd0i\xdf\\\xc0x>""d\xa8,H@\xc0\x083\xd0i\xdf\\\xc0x>""d\xa8,H@|\x01\x00\x00\x00\xc0\x083\xd0i\xdf\\\xc0x>""d\xa8,H@\xfe'"
83,84,FS-1419065,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,48,17,BZ0R,RACETRACK #7,,,,,,2005,2453560.5,190,1225,4,Campfire,2453560.5,190,1254,0.1,A,48.40833333,-115.5583333,5,USFS,MT,53,53,Lincoln,"b""\x00\x01\xad\x10\x00\x00x'\xb8\xbb\xbb\xe3\\\xc0\xc8\x1b=DD4H@x'\xb8\xbb\xbb\xe3\\\xc0\xc8\x1b=DD4H@|\x01\x00\x00\x00x'\xb8\xbb\xbb\xe3\\\xc0\xc8\x1b=DD4H@\xfe"""
84,85,FS-1419067,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,305,Coronado National Forest,31,1,BR3U,GILLESPIE,,,,,,2005,2453508.5,138,1145,2,Equipment Use,2453508.5,138,1400,0.1,A,32.56055556,-109.7725,5,USFS,AZ,9,9,Graham,b'\x00\x01\xad\x10\x00\x00<\n\xd7\xa3pq[\xc0H\xe5\xdaH\xc0G@@<\n\xd7\xa3pq[\xc0H\xe5\xdaH\xc0G@@|\x01\x00\x00\x00<\n\xd7\xa3pq[\xc0H\xe5\xdaH\xc0G@@\xfe'
85,86,FS-1419068,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,114,Kootenai National Forest,39,13,BYE0,HWY 2,,,,,,2005,2453555.5,185,530,9,Miscellaneous,,,,0.3,B,48.22805556,-115.4802778,13,STATE OR PRIVATE,MT,53,53,Lincoln,b'\x00\x01\xad\x10\x00\x00\x1c\x86\x03\xdf\xbc\xde\\\xc0\x80\xef\xb1\xec0\x1dH@\x1c\x86\x03\xdf\xbc\xde\\\xc0\x80\xef\xb1\xec0\x1dH@|\x01\x00\x00\x00\x1c\x86\x03\xdf\xbc\xde\\\xc0\x80\xef\xb1\xec0\x1dH@\xfe'
86,87,FS-1419069,FED,FS-FIRESTAT,FS,USNMLNF,Lincoln National Forest,308,Lincoln National Forest,15,NM-LNF-015,B2B8,ANTELOPE,,,,,,2005,2453558.5,188,1731,1,Lightning,2453559.5,189,1100,45.6,C,32.46722222,-104.9416667,5,USFS,NM,5,5,Chaves,b'\x00\x01\xad\x10\x00\x00\x84\xd8GDD<Z\xc0\xb0n\r\xf0\xcd;@@\x84\xd8GDD<Z\xc0\xb0n\r\xf0\xcd;@@|\x01\x00\x00\x00\x84\xd8GDD<Z\xc0\xb0n\r\xf0\xcd;@@\xfe'
87,88,FS-1419070,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,305,Coronado National Forest,55,2,BWD2,CUNNINGHAM,,,,,,2005,2453547.5,177,1230,1,Lightning,2453547.5,177,1900,0.5,B,32.68555556,-109.8691667,5,USFS,AZ,9,9,Graham,b'\x00\x01\xad\x10\x00\x00\x14\x9b=m\xa0w[\xc0H\xe5\xdaH\xc0W@@\x14\x9b=m\xa0w[\xc0H\xe5\xdaH\xc0W@@|\x01\x00\x00\x00\x14\x9b=m\xa0w[\xc0H\xe5\xdaH\xc0W@@\xfe'
88,89,FS-1419071,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,501,Angeles National Forest,15,1,BP31,CANYON,,,,,,2005,2453484.5,114,710,9,Miscellaneous,2453484.5,114,745,0.1,A,34.17444444,-117.765,5,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00(\\\x8f\xc2\xf5p]\xc0xb\x062T\x16A@(\\\x8f\xc2\xf5p]\xc0xb\x062T\x16A@|\x01\x00\x00\x00(\\\x8f\xc2\xf5p]\xc0xb\x062T\x16A@\xfe'
